"store","dept","date","actual_sales","lag_1_week","lag_4_weeks","rolling_4_week","rolling_12_week","feature_is_holiday","temperature","fuel_price","cpi","unemployment","store_type","store_size","week","month","year"
1,1,2010-02-05,24924.5,NA,NA,24924.5,24924.5,FALSE,24.36,2.788,131.5279032,10.064,"A",151315,5,2,2010
1,1,2010-02-05,24924.5,24924.5,NA,24924.5,24924.5,FALSE,49.47,2.962,126.4420645,13.975,"A",151315,5,2,2010
1,1,2010-02-05,24924.5,24924.5,NA,24924.5,24924.5,FALSE,27.19,2.954,135.3524608,8.237,"A",151315,5,2,2010
1,1,2010-02-05,24924.5,24924.5,NA,24924.5,24924.5,FALSE,9.55,2.788,131.5279032,8.488,"A",151315,5,2,2010
1,1,2010-02-05,24924.5,24924.5,24924.5,24924.5,24924.5,FALSE,39.05,2.572,210.7526053,8.324,"A",151315,5,2,2010
1,1,2010-02-05,24924.5,24924.5,24924.5,24924.5,24924.5,FALSE,34.43,2.58,189.3816974,9.014,"A",151315,5,2,2010
1,1,2010-02-05,24924.5,24924.5,24924.5,24924.5,24924.5,FALSE,58.4,2.962,126.4420645,10.115,"A",151315,5,2,2010
1,1,2010-02-05,24924.5,24924.5,24924.5,24924.5,24924.5,FALSE,35.44,2.598,126.4420645,9.521,"A",151315,5,2,2010
1,1,2010-02-05,24924.5,24924.5,24924.5,24924.5,24924.5,FALSE,27.19,2.784,135.3524608,9.262,"A",151315,5,2,2010
1,1,2010-02-05,24924.5,24924.5,24924.5,24924.5,24924.5,FALSE,45.97,2.545,209.8529663,8.554,"A",151315,5,2,2010
1,1,2010-02-05,24924.5,24924.5,24924.5,24924.5,24924.5,FALSE,45.97,2.572,209.8529663,8.554,"A",151315,5,2,2010
1,1,2010-02-05,24924.5,24924.5,24924.5,24924.5,24924.5,FALSE,49.47,2.962,126.4420645,13.975,"A",151315,5,2,2010
1,1,2010-02-05,24924.5,24924.5,24924.5,24924.5,24924.5,FALSE,44.3,2.572,209.8529663,8.554,"A",151315,5,2,2010
1,1,2010-02-05,24924.5,24924.5,24924.5,24924.5,24924.5,FALSE,14.48,2.788,131.5279032,5.892,"A",151315,5,2,2010
1,1,2010-02-05,24924.5,24924.5,24924.5,24924.5,24924.5,FALSE,30.27,2.58,189.3816974,7.541,"A",151315,5,2,2010
1,1,2010-02-05,24924.5,24924.5,24924.5,24924.5,24924.5,FALSE,54.34,2.962,126.4420645,9.765,"A",151315,5,2,2010
1,1,2010-02-05,24924.5,24924.5,24924.5,24924.5,24924.5,FALSE,47.31,2.572,203.0642742,9.521,"A",151315,5,2,2010
1,1,2010-02-05,24924.5,24924.5,24924.5,24924.5,24924.5,FALSE,31.53,2.666,126.4420645,8.119,"A",151315,5,2,2010
1,1,2010-02-05,24924.5,24924.5,24924.5,24924.5,24924.5,FALSE,27.31,2.784,181.8711898,8.992,"A",151315,5,2,2010
1,1,2010-02-05,24924.5,24924.5,24924.5,24924.5,24924.5,FALSE,31.53,2.666,126.4420645,8.316,"A",151315,5,2,2010
1,1,2010-02-05,24924.5,24924.5,24924.5,24924.5,24924.5,FALSE,27.31,2.784,181.8711898,8.992,"A",151315,5,2,2010
1,1,2010-02-05,24924.5,24924.5,24924.5,24924.5,24924.5,FALSE,19.83,2.954,131.5279032,8.35,"A",151315,5,2,2010
1,1,2010-02-05,24924.5,24924.5,24924.5,24924.5,24924.5,FALSE,39.05,2.572,210.7526053,8.324,"A",151315,5,2,2010
1,1,2010-02-05,24924.5,24924.5,24924.5,24924.5,24924.5,FALSE,19.79,2.58,189.3816974,7.039,"A",151315,5,2,2010
1,1,2010-02-05,24924.5,24924.5,24924.5,24924.5,24924.5,FALSE,43.76,2.598,126.4420645,8.623,"A",151315,5,2,2010
1,1,2010-02-05,24924.5,24924.5,24924.5,24924.5,24924.5,FALSE,39.7,2.572,211.6539716,6.566,"A",151315,5,2,2010
1,1,2010-02-05,24924.5,24924.5,24924.5,24924.5,24924.5,FALSE,40.43,2.572,212.6223518,7.259,"A",151315,5,2,2010
1,1,2010-02-05,24924.5,24924.5,24924.5,24924.5,24924.5,FALSE,10.53,2.58,189.3816974,9.014,"A",151315,5,2,2010
1,1,2010-02-05,24924.5,24924.5,24924.5,24924.5,24924.5,FALSE,34.14,2.572,214.4714512,6.299,"A",151315,5,2,2010
1,1,2010-02-05,24924.5,24924.5,24924.5,24924.5,24924.5,FALSE,38.01,2.572,214.6554591,6.415,"A",151315,5,2,2010
1,1,2010-02-05,24924.5,24924.5,24924.5,24924.5,24924.5,FALSE,54.34,2.962,126.4420645,9.765,"A",151315,5,2,2010
1,1,2010-02-05,24924.5,24924.5,24924.5,24924.5,24924.5,FALSE,46.04,2.572,214.4248812,7.368,"A",151315,5,2,2010
1,1,2010-02-05,24924.5,24924.5,24924.5,24924.5,24924.5,FALSE,49.47,2.962,126.4420645,13.975,"A",151315,5,2,2010
1,1,2010-02-05,24924.5,24924.5,24924.5,24924.5,24924.5,FALSE,42.31,2.572,211.0963582,8.106,"A",151315,5,2,2010
1,1,2010-02-05,24924.5,24924.5,24924.5,24924.5,24924.5,FALSE,40.19,2.572,210.7526053,8.324,"A",151315,5,2,2010
1,1,2010-02-05,24924.5,24924.5,24924.5,24924.5,24924.5,FALSE,45.71,2.572,214.4248812,7.368,"A",151315,5,2,2010
1,1,2010-02-05,24924.5,24924.5,24924.5,24924.5,24924.5,FALSE,23.11,2.666,126.4420645,6.548,"A",151315,5,2,2010
1,1,2010-02-05,24924.5,24924.5,24924.5,24924.5,24924.5,FALSE,21.33,2.788,131.5279032,9.202,"A",151315,5,2,2010
1,1,2010-02-05,24924.5,24924.5,24924.5,24924.5,24924.5,FALSE,20.96,2.954,131.5279032,8.35,"A",151315,5,2,2010
1,1,2010-02-05,24924.5,24924.5,24924.5,24924.5,24924.5,FALSE,25.92,2.784,204.2471935,8.187,"A",151315,5,2,2010
1,1,2010-02-05,24924.5,24924.5,24924.5,24924.5,24924.5,FALSE,39.05,2.572,210.7526053,8.324,"A",151315,5,2,2010
1,1,2010-02-05,24924.5,24924.5,24924.5,24924.5,24924.5,FALSE,24.36,2.788,135.3524608,8.283,"A",151315,5,2,2010
1,1,2010-02-05,24924.5,24924.5,24924.5,24924.5,24924.5,FALSE,15.25,2.788,131.5279032,5.892,"A",151315,5,2,2010
1,1,2010-02-05,24924.5,24924.5,24924.5,24924.5,24924.5,FALSE,22.43,2.954,131.5279032,8.326,"A",151315,5,2,2010
1,1,2010-02-05,24924.5,24924.5,24924.5,24924.5,24924.5,FALSE,21.1,2.784,204.2471935,8.187,"A",151315,5,2,2010
1,1,2010-02-12,46039.49,24924.5,24924.5,30203.2475,26684.0825,TRUE,37.77,2.548,210.8979935,8.324,"A",151315,6,2,2010
1,1,2010-02-12,46039.49,46039.49,24924.5,35481.995,28443.665,TRUE,37.77,2.548,210.8979935,8.324,"A",151315,6,2,2010
1,1,2010-02-12,46039.49,46039.49,24924.5,40760.7425,30203.2475,TRUE,28.09,2.572,189.4642725,9.014,"A",151315,6,2,2010
1,1,2010-02-12,46039.49,46039.49,24924.5,46039.49,31962.83,TRUE,55.47,2.828,126.4962581,10.115,"A",151315,6,2,2010
1,1,2010-02-12,46039.49,46039.49,46039.49,46039.49,33722.4125,TRUE,36.13,2.573,126.4962581,9.521,"A",151315,6,2,2010
1,1,2010-02-12,46039.49,46039.49,46039.49,46039.49,35481.995,TRUE,29.81,2.773,135.4113076,9.262,"A",151315,6,2,2010
1,1,2010-02-12,46039.49,46039.49,46039.49,46039.49,37241.5775,TRUE,46.11,2.539,209.9970208,8.554,"A",151315,6,2,2010
1,1,2010-02-12,46039.49,46039.49,46039.49,46039.49,39001.16,TRUE,46.11,2.548,209.9970208,8.554,"A",151315,6,2,2010
1,1,2010-02-12,46039.49,46039.49,46039.49,46039.49,40760.7425,TRUE,47.87,2.946,126.4962581,13.975,"A",151315,6,2,2010
1,1,2010-02-12,46039.49,46039.49,46039.49,46039.49,42520.325,TRUE,44.58,2.548,209.9970208,8.554,"A",151315,6,2,2010
1,1,2010-02-12,46039.49,46039.49,46039.49,46039.49,44279.9075,TRUE,20.84,2.771,131.5866129,5.892,"A",151315,6,2,2010
1,1,2010-02-12,46039.49,46039.49,46039.49,46039.49,46039.49,TRUE,23.04,2.572,189.4642725,7.541,"A",151315,6,2,2010
1,1,2010-02-12,46039.49,46039.49,46039.49,46039.49,46039.49,TRUE,49.96,2.828,126.4962581,9.765,"A",151315,6,2,2010
1,1,2010-02-12,46039.49,46039.49,46039.49,46039.49,46039.49,TRUE,47.99,2.548,203.2010968,9.521,"A",151315,6,2,2010
1,1,2010-02-12,46039.49,46039.49,46039.49,46039.49,46039.49,TRUE,33.16,2.671,126.4962581,8.119,"A",151315,6,2,2010
1,1,2010-02-12,46039.49,46039.49,46039.49,46039.49,46039.49,TRUE,27.73,2.773,181.982317,8.992,"A",151315,6,2,2010
1,1,2010-02-12,46039.49,46039.49,46039.49,46039.49,46039.49,TRUE,23.22,2.94,131.5866129,8.35,"A",151315,6,2,2010
1,1,2010-02-12,46039.49,46039.49,46039.49,46039.49,46039.49,TRUE,22.12,2.773,204.3857472,8.187,"A",151315,6,2,2010
1,1,2010-02-12,46039.49,46039.49,46039.49,46039.49,46039.49,TRUE,37.77,2.548,210.8979935,8.324,"A",151315,6,2,2010
1,1,2010-02-12,46039.49,46039.49,46039.49,46039.49,46039.49,TRUE,28.14,2.771,135.4113076,8.283,"A",151315,6,2,2010
1,1,2010-02-12,46039.49,46039.49,46039.49,46039.49,46039.49,TRUE,18.75,2.771,131.5866129,5.892,"A",151315,6,2,2010
1,1,2010-02-12,46039.49,46039.49,46039.49,46039.49,46039.49,TRUE,25.94,2.94,131.5866129,8.326,"A",151315,6,2,2010
1,1,2010-02-12,46039.49,46039.49,46039.49,46039.49,46039.49,TRUE,19.64,2.773,204.3857472,8.187,"A",151315,6,2,2010
1,1,2010-02-12,46039.49,46039.49,46039.49,46039.49,46039.49,TRUE,26.41,2.771,131.5866129,9.202,"A",151315,6,2,2010
1,1,2010-02-12,46039.49,46039.49,46039.49,46039.49,46039.49,TRUE,18.14,2.771,131.5866129,8.488,"A",151315,6,2,2010
1,1,2010-02-12,46039.49,46039.49,46039.49,46039.49,46039.49,TRUE,29.81,2.94,135.4113076,8.237,"A",151315,6,2,2010
1,1,2010-02-12,46039.49,46039.49,46039.49,46039.49,46039.49,TRUE,47.87,2.946,126.4962581,13.975,"A",151315,6,2,2010
1,1,2010-02-12,46039.49,46039.49,46039.49,46039.49,46039.49,TRUE,28.14,2.771,131.5866129,10.064,"A",151315,6,2,2010
1,1,2010-02-12,46039.49,46039.49,46039.49,46039.49,46039.49,TRUE,18.36,2.671,126.4962581,6.548,"A",151315,6,2,2010
1,1,2010-02-12,46039.49,46039.49,46039.49,46039.49,46039.49,TRUE,20.87,2.572,189.4642725,7.039,"A",151315,6,2,2010
1,1,2010-02-12,46039.49,46039.49,46039.49,46039.49,46039.49,TRUE,22,2.94,131.5866129,8.35,"A",151315,6,2,2010
1,1,2010-02-12,46039.49,46039.49,46039.49,46039.49,46039.49,TRUE,27.73,2.773,181.982317,8.992,"A",151315,6,2,2010
1,1,2010-02-12,46039.49,46039.49,46039.49,46039.49,46039.49,TRUE,33.16,2.671,126.4962581,8.316,"A",151315,6,2,2010
1,1,2010-02-12,46039.49,46039.49,46039.49,46039.49,46039.49,TRUE,47.87,2.946,126.4962581,13.975,"A",151315,6,2,2010
1,1,2010-02-12,46039.49,46039.49,46039.49,46039.49,46039.49,TRUE,48.01,2.548,214.5747916,7.368,"A",151315,6,2,2010
1,1,2010-02-12,46039.49,46039.49,46039.49,46039.49,46039.49,TRUE,49.96,2.828,126.4962581,9.765,"A",151315,6,2,2010
1,1,2010-02-12,46039.49,46039.49,46039.49,46039.49,46039.49,TRUE,37.08,2.548,214.8056534,6.415,"A",151315,6,2,2010
1,1,2010-02-12,46039.49,46039.49,46039.49,46039.49,46039.49,TRUE,33.34,2.548,214.6214189,6.299,"A",151315,6,2,2010
1,1,2010-02-12,46039.49,46039.49,46039.49,46039.49,46039.49,TRUE,25.9,2.572,189.4642725,9.014,"A",151315,6,2,2010
1,1,2010-02-12,46039.49,46039.49,46039.49,46039.49,46039.49,TRUE,40.57,2.548,212.7700425,7.259,"A",151315,6,2,2010
1,1,2010-02-12,46039.49,46039.49,46039.49,46039.49,46039.49,TRUE,39.81,2.548,211.8004698,6.566,"A",151315,6,2,2010
1,1,2010-02-12,46039.49,46039.49,46039.49,46039.49,46039.49,TRUE,28.84,2.573,126.4962581,8.623,"A",151315,6,2,2010
1,1,2010-02-12,46039.49,46039.49,46039.49,46039.49,46039.49,TRUE,47.93,2.548,214.5747916,7.368,"A",151315,6,2,2010
1,1,2010-02-12,46039.49,46039.49,46039.49,46039.49,46039.49,TRUE,38.49,2.548,210.8979935,8.324,"A",151315,6,2,2010
1,1,2010-02-12,46039.49,46039.49,46039.49,46039.49,46039.49,TRUE,38.51,2.548,211.2421698,8.106,"A",151315,6,2,2010
1,1,2010-02-19,41595.55,46039.49,46039.49,44928.505,45669.1616666667,FALSE,25.43,2.745,204.4321004,8.187,"A",151315,7,2,2010
1,1,2010-02-19,41595.55,41595.55,46039.49,43817.52,45298.8333333333,FALSE,39.93,2.514,211.2891429,8.106,"A",151315,7,2,2010
1,1,2010-02-19,41595.55,41595.55,46039.49,42706.535,44928.505,FALSE,39.69,2.514,210.9451605,8.324,"A",151315,7,2,2010
1,1,2010-02-19,41595.55,41595.55,46039.49,41595.55,44558.1766666667,FALSE,47.07,2.514,214.6198868,7.368,"A",151315,7,2,2010
1,1,2010-02-19,41595.55,41595.55,41595.55,41595.55,44187.8483333333,FALSE,36.45,2.54,126.5262857,8.623,"A",151315,7,2,2010
1,1,2010-02-19,41595.55,41595.55,41595.55,41595.55,43817.52,FALSE,41.14,2.514,211.8471283,6.566,"A",151315,7,2,2010
1,1,2010-02-19,41595.55,41595.55,41595.55,41595.55,43447.1916666667,FALSE,43.58,2.514,212.8161546,7.259,"A",151315,7,2,2010
